item_code,brand,item_GTIN,product_group_code,item_description,description2,description3,unit,item_status,item_condition,abc_class,FLC_page_no,internet_flag,internet_tree,new_internet_tree,reorder_policy,standard_cost,replacement_cost,sales_cost,region,price0exGST,qty_break1,price1exGST,qty_break2,price2exGST,qty_break3,price3exGST,qty_break4,price4exGST,whse,bin_loc,on_hand,current_orders,back_orders,on_order,minimum_stock,maximum_stock,avg_mth_demand,avg_cost,supplier,supplier_item,priority,unit1,conv_factor,pack_qty,EOQ,last_buy_date,last_buy_price,tax_code
494352,AVD,43242,1120,"AVERY COLOUR CODING LABEL ""2""","NUMERIC BX500 SIDE TAB 25x38mm",ORANGE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43242,9,BOX,1,1,1,1899-12-31,18.77,
494352,AVD,43242,1120,"AVERY COLOUR CODING LABEL ""2""","NUMERIC BX500 SIDE TAB 25x38mm",ORANGE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC2,1,BOX,1,1,1,2016-10-11,14.93,
494353,AVD,43243,1120,"AVERY COLOUR CODING LABEL ""3""","NUMERIC BX500 SIDE TAB 25x38mm",RED,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43243,9,BOX,1,1,1,1899-12-31,18.77,
494353,AVD,43243,1120,"AVERY COLOUR CODING LABEL ""3""","NUMERIC BX500 SIDE TAB 25x38mm",RED,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC3,1,BOX,1,1,1,2016-10-11,14.93,
494354,AVD,43244,1120,"AVERY COLOUR CODING LABEL ""4""","NUMERIC BX500 SIDE TAB 25x38mm","LIGHT GREEN",BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43244,9,BOX,1,1,1,1899-12-31,18.77,
494354,AVD,43244,1120,"AVERY COLOUR CODING LABEL ""4""","NUMERIC BX500 SIDE TAB 25x38mm","LIGHT GREEN",BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC4,1,BOX,1,1,1,2016-10-11,14.93,
494355,AVD,43245,1120,"AVERY COLOUR CODING LABEL ""5""","NUMERIC BX500 SIDE TAB 25x38mm","DARK GREEN",BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43245,9,BOX,1,1,1,1899-12-31,18.77,
494355,AVD,43245,1120,"AVERY COLOUR CODING LABEL ""5""","NUMERIC BX500 SIDE TAB 25x38mm","DARK GREEN",BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC5,1,BOX,1,1,1,2016-10-11,14.93,
494356,AVD,43246,1120,"AVERY COLOUR CODING LABEL ""6""","NUMERIC BX500 SIDE TAB 25x38mm",BLUE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43246,9,BOX,1,1,1,1899-12-31,18.77,
494356,AVD,43246,1120,"AVERY COLOUR CODING LABEL ""6""","NUMERIC BX500 SIDE TAB 25x38mm",BLUE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC6,1,BOX,1,1,1,2016-10-11,14.93,
494357,AVD,43247,1120,"AVERY COLOUR CODING LABEL ""7""","NUMERIC BX500 SIDE TAB 25x38mm",PURPLE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43247,9,BOX,1,1,1,1899-12-31,18.77,
494357,AVD,43247,1120,"AVERY COLOUR CODING LABEL ""7""","NUMERIC BX500 SIDE TAB 25x38mm",PURPLE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC7,1,BOX,1,1,1,2016-10-11,14.93,
494358,AVD,43248,1120,"AVERY COLOUR CODING LABEL ""8""","NUMERIC BX500 SIDE TAB 25x38mm",MAUVE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43248,9,BOX,1,1,1,1899-12-31,18.77,
494358,AVD,43248,1120,"AVERY COLOUR CODING LABEL ""8""","NUMERIC BX500 SIDE TAB 25x38mm",MAUVE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC8,1,BOX,1,1,1,1899-12-31,14.93,
494358,AVD,43248,1120,"AVERY COLOUR CODING LABEL ""8""","NUMERIC BX500 SIDE TAB 25x38mm",MAUVE,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,SSS,10409878,2,BOX,1,1,1,2016-10-11,14.93,
494359,AVD,43249,1120,"AVERY COLOUR CODING LABEL ""9""","NUMERIC BX500 SIDE TAB 25x38mm",BROWN,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,AVD,43249,9,BOX,1,1,1,1899-12-31,18.77,
494359,AVD,43249,1120,"AVERY COLOUR CODING LABEL ""9""","NUMERIC BX500 SIDE TAB 25x38mm",BROWN,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,GSS,LABCC9,1,BOX,1,1,1,1899-12-31,14.93,
494359,AVD,43249,1120,"AVERY COLOUR CODING LABEL ""9""","NUMERIC BX500 SIDE TAB 25x38mm",BROWN,BOX,S,,8,,,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,14.93,SSS,10409879,2,BOX,1,1,1,2016-10-11,14.93,
494360,AVD,43264,1120,"COLOUR CODING LABEL YEAR ""14""",BX500,,BOX,S,,8,,N,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,15.44,AVD,43264,9,PACK,1,1,1,2014-01-20,18.75,
494360,AVD,43264,1120,"COLOUR CODING LABEL YEAR ""14""",BX500,,BOX,S,,8,,N,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,15.44,GSS,LABCCYC14,1,ROLL,1,1,1,2014-01-24,15.44,
494360,AVD,43264,1120,"COLOUR CODING LABEL YEAR ""14""",BX500,,BOX,S,,8,,N,,,1,0,0,0,,22.57,99999999,22.57,99999999,22.57,99999999,22.57,99999999,22.57,JAY,ZZZZ,0,0,0,0,0,0,0,15.44,SSS,10356345,9,BOX,1,1,1,2013-11-21,15.33,
494362,AVD,43301,1120,"UFS SHEET CODE LABEL ""A"" PK180",,,PACK,S,,7,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.8333,7.12,AVD,43301,9,PACK,1,1,1,1899-12-31,7.12,
494362,AVD,43301,1120,"UFS SHEET CODE LABEL ""A"" PK180",,,PACK,S,,7,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.8333,7.12,GNS,22301,1,PACK,1,1,1,2018-11-21,7.12,
494362,AVD,43301,1120,"UFS SHEET CODE LABEL ""A"" PK180",,,PACK,S,,7,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.8333,7.12,GSS,LABCC433A,2,PACK,1,1,1,2017-10-17,7.12,
494362,AVD,43301,1120,"UFS SHEET CODE LABEL ""A"" PK180",,,PACK,S,,7,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.8333,7.12,SSS,10356300,3,PACK,1,1,1,2017-10-17,7.14,
494363,AVD,43302,1120,"UFS SHEET CODE LABEL ""B"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,AVD,43302,9,PACK,1,1,1,1899-12-31,7.12,
494363,AVD,43302,1120,"UFS SHEET CODE LABEL ""B"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,GNS,22302,1,PACK,1,1,1,2018-11-02,7.12,
494363,AVD,43302,1120,"UFS SHEET CODE LABEL ""B"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,GSS,LABCC433B,2,PACK,1,1,1,2018-02-05,7.12,
494363,AVD,43302,1120,"UFS SHEET CODE LABEL ""B"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,SSS,10356301,3,PACK,1,1,1,2017-10-17,7.14,
494364,AVD,43303,1120,"UFS SHEET CODE LABEL ""C"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.4167,7.12,AVD,43303,9,PACK,1,1,1,1899-12-31,7.12,
494364,AVD,43303,1120,"UFS SHEET CODE LABEL ""C"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.4167,7.12,GNS,22303,1,PACK,1,1,1,2018-11-21,7.12,
494364,AVD,43303,1120,"UFS SHEET CODE LABEL ""C"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.4167,7.12,GSS,LABCC433C,2,PACK,1,1,1,2017-10-19,7.12,
494364,AVD,43303,1120,"UFS SHEET CODE LABEL ""C"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.4167,7.12,SSS,10356302,3,PACK,1,1,1,2017-10-17,7.14,
494365,AVD,43304,1120,"UFS SHEET CODE LABEL ""D"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,1,0,0,0,0,0,0.25,7.12,AVD,43304,9,PACK,1,1,1,1899-12-31,7.12,
494365,AVD,43304,1120,"UFS SHEET CODE LABEL ""D"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,1,0,0,0,0,0,0.25,7.12,GNS,22304,1,PACK,1,1,1,2018-01-03,7.12,
494365,AVD,43304,1120,"UFS SHEET CODE LABEL ""D"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,1,0,0,0,0,0,0.25,7.12,GSS,LABCC433D,2,PACK,1,1,1,2017-10-17,7.12,
494365,AVD,43304,1120,"UFS SHEET CODE LABEL ""D"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,1,0,0,0,0,0,0.25,7.12,SSS,10356303,3,PACK,1,1,1,2017-10-17,7.14,
494366,AVD,43305,1120,"UFS SHEET CODE LABEL ""E"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,AVD,43305,9,PACK,1,1,1,1899-12-31,7.12,
494366,AVD,43305,1120,"UFS SHEET CODE LABEL ""E"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,GNS,22305,1,PACK,1,1,1,2018-09-03,7.12,
494366,AVD,43305,1120,"UFS SHEET CODE LABEL ""E"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,GSS,LABCC433E,2,PACK,1,1,1,2017-10-24,7.12,
494366,AVD,43305,1120,"UFS SHEET CODE LABEL ""E"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,SSS,10356304,3,PACK,1,1,1,2017-10-17,7.14,
494367,AVD,43306,1120,"UFS SHEET CODE LABEL ""F"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,AVD,43306,9,PACK,1,1,1,1899-12-31,7.12,
494367,AVD,43306,1120,"UFS SHEET CODE LABEL ""F"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,GNS,22306,1,PACK,1,1,1,2018-08-16,7.12,
494367,AVD,43306,1120,"UFS SHEET CODE LABEL ""F"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,GSS,LABCC433F,2,PACK,1,1,1,2017-10-17,7.12,
494367,AVD,43306,1120,"UFS SHEET CODE LABEL ""F"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,SSS,10356305,3,PACK,1,1,1,2017-10-17,7.14,
494368,AVD,43307,1120,"UFS SHEET CODE LABEL ""G"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,AVD,43307,9,PACK,1,1,1,1899-12-31,7.12,
494368,AVD,43307,1120,"UFS SHEET CODE LABEL ""G"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,GNS,22307,1,PACK,1,1,1,2018-08-16,7.12,
494368,AVD,43307,1120,"UFS SHEET CODE LABEL ""G"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,GSS,LABCC433G,2,PACK,1,1,1,2017-10-17,7.12,
494368,AVD,43307,1120,"UFS SHEET CODE LABEL ""G"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,OA28,0,0,0,0,0,0,0.3333,7.12,SSS,10356306,3,PACK,1,1,1,2017-10-17,7.14,
494369,AVD,43308,1120,"UFS SHEET CODE LABEL ""H"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,AVD,43308,9,PACK,1,1,1,1899-12-31,7.12,
494369,AVD,43308,1120,"UFS SHEET CODE LABEL ""H"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,GNS,22308,1,PACK,1,1,1,2018-11-21,7.12,
494369,AVD,43308,1120,"UFS SHEET CODE LABEL ""H"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,GSS,LABCC433H,2,PACK,1,1,1,2017-10-17,7.12,
494369,AVD,43308,1120,"UFS SHEET CODE LABEL ""H"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,SSS,,3,PACK,1,1,1,2017-10-17,7.14,
494370,AVD,43309,1120,"UFS SHEET CODE LABEL ""I"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,AVD,43309,9,PACK,1,1,1,1899-12-31,7.12,
494370,AVD,43309,1120,"UFS SHEET CODE LABEL ""I"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,GNS,22309,1,PACK,1,1,1,2018-08-16,7.12,
494370,AVD,43309,1120,"UFS SHEET CODE LABEL ""I"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,GSS,LABCC433I,2,PACK,1,1,1,2017-10-19,7.12,
494370,AVD,43309,1120,"UFS SHEET CODE LABEL ""I"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,SSS,10356308,3,PACK,1,1,1,2017-10-17,7.14,
494371,AVD,43310,1120,"UFS SHEET CODE LABEL ""J"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.14,AVD,43310,9,PACK,1,1,1,1899-12-31,7.12,
494371,AVD,43310,1120,"UFS SHEET CODE LABEL ""J"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.14,GNS,22310,1,PACK,1,1,1,2018-08-16,7.12,
494371,AVD,43310,1120,"UFS SHEET CODE LABEL ""J"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.14,GSS,LABCC433J,2,PACK,1,1,1,2017-10-17,7.12,
494371,AVD,43310,1120,"UFS SHEET CODE LABEL ""J"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.14,SSS,10356309,3,PACK,1,1,1,2018-09-12,7.14,
494372,AVD,43311,1120,"UFS SHEET CODE LABEL ""K"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,AVD,43311,9,PACK,1,1,1,1899-12-31,7.12,
494372,AVD,43311,1120,"UFS SHEET CODE LABEL ""K"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,GNS,22311,1,PACK,1,1,1,2018-08-01,7.12,
494372,AVD,43311,1120,"UFS SHEET CODE LABEL ""K"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,GSS,LABCC433K,2,PACK,1,1,1,2017-10-17,7.12,
494372,AVD,43311,1120,"UFS SHEET CODE LABEL ""K"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.25,7.12,SSS,10356310,3,PACK,1,1,1,2017-10-17,7.14,
494373,AVD,43312,1120,"UFS SHEET CODE LABEL ""L"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,AVD,43312,9,PACK,1,1,1,1899-12-31,7.12,
494373,AVD,43312,1120,"UFS SHEET CODE LABEL ""L"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,GNS,22312,1,PACK,1,1,1,2018-12-06,7.12,
494373,AVD,43312,1120,"UFS SHEET CODE LABEL ""L"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,GSS,LABCC433L,2,PACK,1,1,1,2017-10-19,7.12,
494373,AVD,43312,1120,"UFS SHEET CODE LABEL ""L"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,SSS,10356311,3,PACK,1,1,1,2017-10-17,7.14,
494374,AVD,43313,1120,"UFS SHEET CODE LABEL ""M"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.4167,7.12,AVD,43313,9,PACK,1,1,1,1899-12-31,7.12,
494374,AVD,43313,1120,"UFS SHEET CODE LABEL ""M"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.4167,7.12,GNS,22313,1,PACK,1,1,1,2018-07-18,7.12,
494374,AVD,43313,1120,"UFS SHEET CODE LABEL ""M"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.4167,7.12,GSS,LABCC433M,2,PACK,1,1,1,2017-10-17,7.12,
494374,AVD,43313,1120,"UFS SHEET CODE LABEL ""M"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.4167,7.12,SSS,10356312,3,PACK,1,1,1,2017-10-17,7.14,
494375,AVD,43314,1120,"UFS SHEET CODE LABEL ""N"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,AVD,43314,9,PACK,1,1,1,1899-12-31,7.12,
494375,AVD,43314,1120,"UFS SHEET CODE LABEL ""N"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,GNS,22314,1,PACK,1,1,1,2018-08-16,7.12,
494375,AVD,43314,1120,"UFS SHEET CODE LABEL ""N"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,GSS,LABCC433N,2,PACK,1,1,1,2017-10-17,7.12,
494375,AVD,43314,1120,"UFS SHEET CODE LABEL ""N"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.1667,7.12,SSS,10356313,3,PACK,1,1,1,2017-10-17,7.14,
494376,AVD,43315,1120,"UFS SHEET CODE LABEL ""O"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,AVD,43315,9,PACK,1,1,1,1899-12-31,7.12,
494376,AVD,43315,1120,"UFS SHEET CODE LABEL ""O"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,GNS,22315,1,PACK,1,1,1,2018-12-06,7.12,
494376,AVD,43315,1120,"UFS SHEET CODE LABEL ""O"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,GSS,LABCC433O,2,PACK,1,1,1,2017-10-19,7.12,
494376,AVD,43315,1120,"UFS SHEET CODE LABEL ""O"" PK180",,,PACK,S,,8,,Y,,1A01,1,0,0,0,,11.01,999999999,11.01,999999999,11.01,999999999,11.01,999999999,11.01,JAY,ZZZZ,0,0,0,0,0,0,0.3333,7.12,SSS,10356314,3,PACK,1,1,1,2017-10-17,7.14,
