item_code,brand,item_GTIN,product_group_code,item_description,description2,description3,unit,item_status,item_condition,abc_class,FLC_page_no,internet_flag,internet_tree,new_internet_tree,reorder_policy,standard_cost,replacement_cost,sales_cost,region,price0exGST,qty_break1,price1exGST,qty_break2,price2exGST,qty_break3,price3exGST,qty_break4,price4exGST,whse,bin_loc,on_hand,current_orders,back_orders,on_order,minimum_stock,maximum_stock,avg_mth_demand,avg_cost,supplier,supplier_item,priority,unit1,conv_factor,pack_qty,EOQ,last_buy_date,last_buy_price,tax_code
498983,CUM,CD01A10,1030,"AURORA SELF-ADHESIVE CD SLEEVE",PK10,,PACK,S,,6,,,,,Y,0,0,0,,14.2,99999999,14.2,99999999,14.2,99999999,14.2,99999999,14.2,JAY,ZZZZ,0,0,0,0,0,0,1.25,7.46,CUM,CD01A10,1,PACK,1,1,1,2018-08-10,7.46,
498983,CUM,CD01A10,1030,"AURORA SELF-ADHESIVE CD SLEEVE",PK10,,PACK,S,,6,,,,,Y,0,0,0,,14.2,99999999,14.2,99999999,14.2,99999999,14.2,99999999,14.2,JAY,ZZZZ,0,0,0,0,0,0,1.25,7.46,GNS,70226,9,PACK,1,1,1,2016-12-22,6.97,
498987,CUM,CD6BS10,1030,"AURORA CD DVD BINDER 6 DISCS","PER SHEET",,EACH,S,,8,999,,,,Y,0,0,0,,17.06,99999999,17.06,99999999,17.06,99999999,17.06,99999999,17.06,JAY,ZZZZ,0,0,0,0,0,0,0,9.98,CUM,CD6BS10,1,EACH,1,1,1,2016-07-12,10.48,
498987,CUM,CD6BS10,1030,"AURORA CD DVD BINDER 6 DISCS","PER SHEET",,EACH,S,,8,999,,,,Y,0,0,0,,17.06,99999999,17.06,99999999,17.06,99999999,17.06,99999999,17.06,JAY,ZZZZ,0,0,0,0,0,0,0,9.98,GNS,70225,9,EACH,1,1,1,1899-12-31,9.82,
498997,CUM,CLB013A4,1050,"COLOURFUL CARDBOARD A4","VIOLET 200GSM PK50",,PACK,S,,8,,,5C018079,,1,0,0,0,,11.21,3,10.67,6,10.4,12,10.15,999999999,10.15,JAY,ZZZZ,0,0,0,0,0,0,0.0833,5.77,CUM,CLB013A4,9,PACK,1,1,1,1899-12-31,6.6,
498997,CUM,CLB013A4,1050,"COLOURFUL CARDBOARD A4","VIOLET 200GSM PK50",,PACK,S,,8,,,5C018079,,1,0,0,0,,11.21,3,10.67,6,10.4,12,10.15,999999999,10.15,JAY,ZZZZ,0,0,0,0,0,0,0.0833,5.77,SSS,10450843,1,PACK,1,1,1,2018-03-08,5.6,
499001,CUM,CLB016,1050,"COLOURFUL CARDBOARD 510x640mm","LT BLUE PK50 *** NB SIZE ***",,PACK,S,,8,,,,1A01,1,0,0,0,,43.41,2,41.8,3,40.31,4,38.92,99999999,43.41,JAY,ZZZZ,0,0,0,0,0,0,0,28.01,CUM,CLB016,1,PACK,1,1,1,2015-05-20,24.343,
499001,CUM,CLB016,1050,"COLOURFUL CARDBOARD 510x640mm","LT BLUE PK50 *** NB SIZE ***",,PACK,S,,8,,,,1A01,1,0,0,0,,43.41,2,41.8,3,40.31,4,38.92,99999999,43.41,JAY,ZZZZ,0,0,0,0,0,0,0,28.01,SSS,,9,PACK,1,1,1,2015-05-14,5.09,
499002,CUM,CLB016A3,1050,"COLOURFUL CARDBOARD A3 LIGHT","BLUE PK50",,PACK,S,,8,2018-16,,5C018079,,1,0,0,0,,30.72,3,27.71,6,23.06,12,21.28,999999999,21.28,JAY,ZZZZ,0,0,0,0,0,0,0,0,CUM,CLB016A3,1,PACK,1,1,1,1899-12-31,14.47,
499003,CUM,CLB016A4,1050,"COLOURFUL CARDBOARD A4 LIGHT","BLUE 200GSM PK50",,PACK,S,,8,,Y,,2001,Y,0,0,0,,14.14,2,13.53,3,12.52,4,11.46,99999999,14.14,JAY,ZZZZ,0,0,0,0,0,0,0.6667,6.35,CUM,CLB016A4,1,PACK,1,1,1,2018-06-14,6.6,
499003,CUM,CLB016A4,1050,"COLOURFUL CARDBOARD A4 LIGHT","BLUE 200GSM PK50",,PACK,S,,8,,Y,,2001,Y,0,0,0,,14.14,2,13.53,3,12.52,4,11.46,99999999,14.14,JAY,ZZZZ,0,0,0,0,0,0,0.6667,6.35,SSS,10450845,2,PACK,1,1,1,2018-11-09,6.35,
499006,CUM,CLB01A4,1050,"COLOURFUL CARDBOARD A4 BUFF","200GSM PK50",,PACK,S,,6,2018-,Y,5C018080,,1,0,0,0,,11.21,3,10.67,6,10.4,12,10.15,999999999,10.15,JAY,YZ,3,0,0,0,0,0,0.7143,6.6,CUM,CLB01A4,1,PACK,1,1,1,2018-10-10,6.6,
499019,CUM,CS131,1120,"SELF ADHESIVE BUSINESS CARD","POCKET SIDE OPENING","65X100MM PK10",PACK,S,,8,,,,,Y,0,0,0,,4.62,99999999,4.62,99999999,4.62,99999999,4.62,99999999,4.62,JAY,ZZZZ,0,0,0,0,0,0,0,2.31,CUM,CS131,1,PACK,1,1,1,2017-07-24,2.43,
499069,CUM,FI2991,1090,"# FALCON ABS ATTACHE CASE",SILVER,"*** DISCONTINUED ***",EACH,S,T,Z,2017-,Y,8L003046,,1,0,0,0,,157.96,2,143.42,3,136.33,4,129.29,999999999,129.29,JAY,,0,0,0,0,0,0,0,74.43,CUM,FI2991,9,EACH,1,1,1,2017-03-13,82.62,
499069,CUM,FI2991,1090,"# FALCON ABS ATTACHE CASE",SILVER,"*** DISCONTINUED ***",EACH,S,T,Z,2017-,Y,8L003046,,1,0,0,0,,157.96,2,143.42,3,136.33,4,129.29,999999999,129.29,JAY,,0,0,0,0,0,0,0,74.43,GNS,90070,9,EACH,1,1,1,1899-12-31,79.87,
499071,CUM,FI6527L,1090,"FALCON ZIP AROUND COMPENDIUM","A4 LEATHER 26x35x3cm",,EACH,S,,8,,,,,Y,0,0,0,,50.45,99999999,50.45,99999999,50.45,99999999,50.45,99999999,50.45,JAY,ZZZZ,0,0,0,0,0,0,0,39.35,CUM,FI6527L,1,EACH,1,1,1,2017-10-26,42.56,
499071,CUM,FI6527L,1090,"FALCON ZIP AROUND COMPENDIUM","A4 LEATHER 26x35x3cm",,EACH,S,,8,,,,,Y,0,0,0,,50.45,99999999,50.45,99999999,50.45,99999999,50.45,99999999,50.45,JAY,ZZZZ,0,0,0,0,0,0,0,39.35,GNS,17582,9,EACH,1,1,1,2017-10-23,43.67,
499099,CUM,FMAT1BK,1080,"CUMBERLAND REFILLABLE","ADDRESS PHONE BOOK 4D 20MM",,EACH,S,,8,999,,,,Y,0,0,0,,36.66,0,36.66,99999999,36.66,99999999,36.66,99999999,36.66,JAY,ZZZZ,0,0,0,0,0,0,0,17.15,CUM,FMAT1BK,1,EACH,1,1,1,2014-12-11,25.05,
499100,CUM,FMAT1R,1080,"CUMBERLAND ADDRESS & TELEPHONE","REFILL PACK TO SUIT FMAT1BK",,PACK,S,,8,999,,,,Y,0,0,0,,14.06,99999999,14.06,99999999,14.06,99999999,14.06,99999999,14.06,JAY,ZZZZ,0,0,0,0,0,0,0,5.36,CUM,FMAT1R,1,PACK,1,1,1,2014-12-22,7.83,
499100,CUM,FMAT1R,1080,"CUMBERLAND ADDRESS & TELEPHONE","REFILL PACK TO SUIT FMAT1BK",,PACK,S,,8,999,,,,Y,0,0,0,,14.06,99999999,14.06,99999999,14.06,99999999,14.06,99999999,14.06,JAY,ZZZZ,0,0,0,0,0,0,0,5.36,GNS,50598,9,PACK,1,1,1,1899-12-31,6.8,
499138,CUM,IB816403DWH,1120,"EARTHCARE INSERT BINDER PVC","A3 3D 40MM WHITE PORTRAIT",,EACH,S,,6,,,,,Y,0,0,0,,23.75,6,21.38,12,19.44,24,17.82,99999999,23.75,JAY,TB51,10,0,0,0,0,0,1.8182,9.86,CUM,IB816403DWH,1,EACH,1,15,15,2018-08-27,9.86,
499139,CUM,IB816404DWH,1120,"EARTHCARE INSERT BINDER 100%","RECYCLABLE A3 4D 40MM WHITE",,EACH,S,,8,,,,,Y,0,0,0,,15.47,99999999,15.47,99999999,15.47,99999999,15.47,99999999,15.47,JAY,ZZZZ,0,0,0,0,0,0,0,124.96,CUM,IB816404DWH,1,EACH,1,1,1,2015-05-05,10.04,
499207,CUM,JM701,1200,"# JUSTICK NOTICE BOARD","600x900mm Manager Special Blk","*** DISCONTINUED ***",EACH,S,T,Z,2017-,Y,8A067123,,1,0,0,0,,422.55,2,400.88,3,387.34,4,376.5,99999999,0,JAY,,0,0,0,0,0,0,0,0,CUM,JM701,9,EACH,1,1,1,2017-03-13,328.91,
499209,CUM,JX600,1200,"# JUSTICK NOTICE BOARD","600x900mm Lollipop Stand Black","*** DISCONTINUED ***",EACH,S,T,Z,2017-,Y,8A067122,,1,0,0,0,,266.23,2,253.4,3,243.78,4,235.76,99999999,0,JAY,,0,0,0,0,0,0,0,0,CUM,JX600,9,EACH,1,1,1,2017-03-13,194.24,
499212,CUM,KF1306H,1030,"AURORA MONITOR/PRINTER STAND",PLUS,,EACH,S,,8,2017-,Y,7D033106,,1,0,0,0,,116.1,2,107.8,4,100.63,6,94.33,999999999,94.33,JAY,ZZZZ,0,0,0,0,0,0,0,75.52,CUM,KF1306H,1,EACH,1,1,1,2016-03-16,75.52,
499212,CUM,KF1306H,1030,"AURORA MONITOR/PRINTER STAND",PLUS,,EACH,S,,8,2017-,Y,7D033106,,1,0,0,0,,116.1,2,107.8,4,100.63,6,94.33,999999999,94.33,JAY,ZZZZ,0,0,0,0,0,0,0,75.52,GNS,70315,9,EACH,1,1,1,2013-07-31,66.42,
499222,CUM,MP06GY,1030,"MOUSE PAD WITH WRIST SUPPORT","STEEL GREY",,EACH,S,,8,,N,,,1,0,0,0,,46.23,3,39.62,6,34.68,12,30.82,999999999,30.82,JAY,ZZZZ,0,0,0,0,0,0,0,11.67,CUM,MP06GY,1,EACH,1,1,1,2015-04-23,14.56,
499223,CUM,MSB20RP,1060,"CLEAR PLASTIC PRESS SEAL","PRINTER COIN BAG 110mm x 100mm",PK100,PACK,S,,8,999,,,,Y,0,0,0,,2.87,99999999,2.87,99999999,2.87,99999999,2.87,99999999,2.87,JAY,ZZZZ,0,0,0,0,0,0,0,1.7,CUM,MSB20RP,1,PACK,1,1,1,2015-03-25,1.97,
499231,CUM,OF120A7,1120,"CUMBERLAND SHEET PROTECTORS","A4 H/DUTY BX100","No. OF120A-7",BOX,S,,8,,,,,Y,0,0,0,,16.88,99999999,16.88,99999999,16.88,99999999,16.88,99999999,16.88,JAY,ZZZZ,0,0,0,0,0,0,0.4,6.57,CUM,OF120A-7,1,BOX,1,1,1,2019-01-07,6.57,
499231,CUM,OF120A7,1120,"CUMBERLAND SHEET PROTECTORS","A4 H/DUTY BX100","No. OF120A-7",BOX,S,,8,,,,,Y,0,0,0,,16.88,99999999,16.88,99999999,16.88,99999999,16.88,99999999,16.88,JAY,ZZZZ,0,0,0,0,0,0,0.4,6.57,GNS,43002,2,BOX,1,1,1,2018-12-05,6.57,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,COO,,9,BOX,1,1,1,2019-01-10,34.4,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,CUM,OL200IE,1,BOX,1,1,1,2019-01-07,28.64,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,GNS,85537,2,BOX,1,1,1,2019-01-10,28.64,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,OCS,,9,BOX,1,1,1,2018-11-28,34.45,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,POR,,9,,1,1,1,2019-01-07,34.11,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,PTP,,9,,1,1,1,2018-12-21,34.11,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,SSS,408000,3,BOX,1,1,1,2018-11-01,30.24,
499236,CUM,OL200IE,1060,"PACKAGING LABELOPE - INVOICE","ENCLOSED - 115x155mm BX1000",,BOX,S,,5,,Y,,2002,1,0,0,0,,53.95,3,51.99,6,48.24,12,44.72,999999999,44.72,JAY,HC07,4,0,0,8,6,12,1.6667,28.64,SSSVIC,,9,BOX,1,1,1,2018-11-28,25.24,
499240,CUM,OL600MSDS,1060,"PACKAGING LABELOPE MSDS","RED/BLACK 254X140MM BX500",,BOX,S,,8,,N,,,1,0,0,0,,82.18,3,75.6,6,69.87,12,64.96,999999999,64.96,JAY,ZZZZ,0,0,0,0,0,0,0,25,CUM,OL600MSDS,1,BOX,1,1,1,1899-12-31,37.8,
499261,CUM,OMBCF24BK,1120,"CUMBERLAND BUSINESS CARD FILE",70x110mm,,EACH,S,,8,,Y,,3004,1,0,0,0,,10.27,99999999,10.27,99999999,10.27,99999999,10.27,99999999,10.27,JAY,ZZZZ,0,0,0,0,0,0,63.5,5.21,CUM,OMBCF24BK,1,EACH,1,1,1,2018-12-10,5.21,
499261,CUM,OMBCF24BK,1120,"CUMBERLAND BUSINESS CARD FILE",70x110mm,,EACH,S,,8,,Y,,3004,1,0,0,0,,10.27,99999999,10.27,99999999,10.27,99999999,10.27,99999999,10.27,JAY,ZZZZ,0,0,0,0,0,0,63.5,5.21,GNS,50686,9,EACH,1,1,1,1899-12-31,4.89,
499267,CUM,OMBCF72BK,1120,"CUMBERLAND BUSINESS CARD FILE","72 CARD CAPACITY 198x110mm",BLACK,EACH,S,,8,,,,,1,0,0,0,,11.03,99999999,11.03,99999999,11.03,99999999,11.03,99999999,11.03,JAY,ZZZZ,0,0,0,0,0,0,0.5,7.35,CUM,OMBCF72BK,2,EACH,1,1,1,1899-12-31,7.35,
499267,CUM,OMBCF72BK,1120,"CUMBERLAND BUSINESS CARD FILE","72 CARD CAPACITY 198x110mm",BLACK,EACH,S,,8,,,,,1,0,0,0,,11.03,99999999,11.03,99999999,11.03,99999999,11.03,99999999,11.03,JAY,ZZZZ,0,0,0,0,0,0,0.5,7.35,GNS,50659,1,EACH,1,1,1,2018-12-04,7.35,
499278,CUM,OMCDP,1120,"CUMBERLAND CD POCKETS","WITH FLAP PK10",,PACK,S,,8,,,,,Y,0,0,0,,19.97,99999999,19.97,99999999,19.97,99999999,19.97,99999999,19.97,JAY,ZZZZ,0,0,0,0,0,0,0,11.98,CUM,OMCDP,1,PACK,1,1,1,2017-11-13,12.58,
499279,CUM,OMCDSA,1120,"CD/DVD POCKET WITH FLAP","SELF ADHESIVE 160mm x 176mm",PK5,PACK,S,,8,,Y,,5006,Y,0,0,0,,13.08,99999999,13.08,99999999,13.08,99999999,13.08,99999999,13.08,JAY,ZZZZ,0,0,0,0,0,0,0,7.8,CUM,OMCDSA,9,PACK,1,1,1,1899-12-31,8.54,
499279,CUM,OMCDSA,1120,"CD/DVD POCKET WITH FLAP","SELF ADHESIVE 160mm x 176mm",PK5,PACK,S,,8,,Y,,5006,Y,0,0,0,,13.08,99999999,13.08,99999999,13.08,99999999,13.08,99999999,13.08,JAY,ZZZZ,0,0,0,0,0,0,0,7.8,GNS,69010,9,PACK,1,1,1,1899-12-31,6.72,
499279,CUM,OMCDSA,1120,"CD/DVD POCKET WITH FLAP","SELF ADHESIVE 160mm x 176mm",PK5,PACK,S,,8,,Y,,5006,Y,0,0,0,,13.08,99999999,13.08,99999999,13.08,99999999,13.08,99999999,13.08,JAY,ZZZZ,0,0,0,0,0,0,0,7.8,SSS,10405067,1,PACK,1,1,1,2016-10-10,7.8,
499280,CUM,OMEBCFBK,1120,"CUMBERLAND BUSINESS CARD FILE","3 RING A4 BLACK 400 CAPACITY",,EACH,S,,8,,N,,,Y,0,0,0,,53.12,99999999,53.12,99999999,53.12,99999999,53.12,99999999,53.12,JAY,ZZZZ,0,0,0,0,0,0,0,34.53,CUM,OMEBCFBK,1,EACH,1,1,1,2015-09-18,36.26,
499280,CUM,OMEBCFBK,1120,"CUMBERLAND BUSINESS CARD FILE","3 RING A4 BLACK 400 CAPACITY",,EACH,S,,8,,N,,,Y,0,0,0,,53.12,99999999,53.12,99999999,53.12,99999999,53.12,99999999,53.12,JAY,ZZZZ,0,0,0,0,0,0,0,34.53,GNS,50876,9,EACH,1,1,1,1899-12-31,34,
499281,CUM,OMEBCFR,1120,"CUMBERLAND BUSINESS CARD","REFILLS A4 SUIT OMEBCF PK10",,PACK,S,,8,,,,,Y,0,0,0,,19.22,5,17.28,10,15.71,20,14.4,99999999,19.22,JAY,ZZZZ,0,0,0,0,0,0,0.4167,9.07,CUM,OMEBCFR,1,PACK,1,1,1,2018-05-31,9.07,
499281,CUM,OMEBCFR,1120,"CUMBERLAND BUSINESS CARD","REFILLS A4 SUIT OMEBCF PK10",,PACK,S,,8,,,,,Y,0,0,0,,19.22,5,17.28,10,15.71,20,14.4,99999999,19.22,JAY,ZZZZ,0,0,0,0,0,0,0.4167,9.07,GNS,50877,9,PACK,1,1,1,2018-11-13,9.07,
499281,CUM,OMEBCFR,1120,"CUMBERLAND BUSINESS CARD","REFILLS A4 SUIT OMEBCF PK10",,PACK,S,,8,,,,,Y,0,0,0,,19.22,5,17.28,10,15.71,20,14.4,99999999,19.22,JAY,ZZZZ,0,0,0,0,0,0,0.4167,9.07,SSS,10405073,9,PACK,1,1,1,2018-06-01,8.29,
499284,CUM,OMJBCFR,1120,"% CUMBERLAND JUNIOR EXECUTIVE","BUSINESS CARD REFILLS PK10",,PACK,S,,8,,Y,,1A01,1,0,0,0,,14.12,2,12.54,4,11.29,6,10.26,999999999,10.26,JAY,YZ92,3,0,0,0,0,0,0.1667,4.11,COS,,9,PACK,1,1,1,2013-10-31,4.2,
499284,CUM,OMJBCFR,1120,"% CUMBERLAND JUNIOR EXECUTIVE","BUSINESS CARD REFILLS PK10",,PACK,S,,8,,Y,,1A01,1,0,0,0,,14.12,2,12.54,4,11.29,6,10.26,999999999,10.26,JAY,YZ92,3,0,0,0,0,0,0.1667,4.11,CUM,OMJBCFR,1,PACK,1,1,1,1899-12-31,6.23,
499284,CUM,OMJBCFR,1120,"% CUMBERLAND JUNIOR EXECUTIVE","BUSINESS CARD REFILLS PK10",,PACK,S,,8,,Y,,1A01,1,0,0,0,,14.12,2,12.54,4,11.29,6,10.26,999999999,10.26,JAY,YZ92,3,0,0,0,0,0,0.1667,4.11,GNS,50753,9,PACK,1,1,1,1899-12-31,5.73,
499289,CUM,OT1302,1120,"CUMBERLAND 3 DIVISON MULTI","POCKET SUSPENSION FILE BLACK",PK5,PACK,S,,8,,,,1A01,Y,0,0,0,,22.64,99999999,22.64,99999999,22.64,99999999,22.64,99999999,22.64,JAY,ZZZZ,0,0,0,0,0,0,0,12.45,CUM,OT1302,1,PACK,1,1,1,2017-07-31,13.07,
499289,CUM,OT1302,1120,"CUMBERLAND 3 DIVISON MULTI","POCKET SUSPENSION FILE BLACK",PK5,PACK,S,,8,,,,1A01,Y,0,0,0,,22.64,99999999,22.64,99999999,22.64,99999999,22.64,99999999,22.64,JAY,ZZZZ,0,0,0,0,0,0,0,12.45,GNS,42197,9,PACK,1,1,1,1899-12-31,11.96,
499307,CUM,OTW82BK,1120,"CUMBERLAND DISPLAY BOOK","REFILLABLE 20 POCKET BLACK",,EACH,S,,6,,,,,1,0,0,0,,3.58,12,3.22,24,2.68,48,2.47,999999999,2.47,JAY,ZZZZ,0,0,0,0,0,0,2.5,1.06,CUM,OTW82BK,2,EACH,1,1,1,1899-12-31,1.12,
499307,CUM,OTW82BK,1120,"CUMBERLAND DISPLAY BOOK","REFILLABLE 20 POCKET BLACK",,EACH,S,,6,,,,,1,0,0,0,,3.58,12,3.22,24,2.68,48,2.47,999999999,2.47,JAY,ZZZZ,0,0,0,0,0,0,2.5,1.06,SSS,10102310,1,EACH,1,1,1,2018-09-12,1.06,
499308,CUM,OTW82BL,1120,"CUMBERLAND DISPLAY BOOK","REFILLABLE 20 POCKET BLUE",,EACH,S,,8,,,,,1,0,0,0,,3.58,12,3.22,24,2.68,48,2.47,999999999,2.47,JAY,ZZZZ,0,0,0,0,0,0,0.0833,0.99,CUM,OTW82BL,2,EACH,1,1,1,1899-12-31,1.12,
499308,CUM,OTW82BL,1120,"CUMBERLAND DISPLAY BOOK","REFILLABLE 20 POCKET BLUE",,EACH,S,,8,,,,,1,0,0,0,,3.58,12,3.22,24,2.68,48,2.47,999999999,2.47,JAY,ZZZZ,0,0,0,0,0,0,0.0833,0.99,SSS,10102311,1,EACH,1,1,1,2018-11-12,0.99,
499346,CUM,WR03B,1030,"AURORA WR03B SUPERGEL","KEYBOARD WRIST SUPPORT BLUE",,EACH,S,,8,,,,,Y,0,0,0,,35,99999999,35,99999999,35,99999999,35,99999999,35,JAY,ZZZZ,0,0,0,0,0,0,1.25,19.58,CUM,WR03B,1,EACH,1,1,1,2018-05-30,20.56,
499354,DAL,306208,1130,"CLEAR PILOTAPE 12MM X 10M","DISPLAY OF 12 DISPENSERS",,EACH,S,,8,,N,,,1,0,0,0,,17.95,999999999,17.95,999999999,17.95,999999999,17.95,999999999,17.95,JAY,ZZZZ,0,0,0,0,0,0,0,4.4,DAL,306208,1,EACH,1,1,1,1899-12-31,5.1,
499354,DAL,306208,1130,"CLEAR PILOTAPE 12MM X 10M","DISPLAY OF 12 DISPENSERS",,EACH,S,,8,,N,,,1,0,0,0,,17.95,999999999,17.95,999999999,17.95,999999999,17.95,999999999,17.95,JAY,ZZZZ,0,0,0,0,0,0,0,4.4,GNS,26008,9,EACH,1,1,1,1899-12-31,4.27,
499355,DAL,306220,1130,"PILOTAPE PACKAGING TAPE","12MM X 33M TIN12",,PACK,S,,8,999,,,,Y,0,0,0,,9.09,99999999,9.09,99999999,9.09,99999999,9.09,99999999,9.09,JAY,ZZZZ,0,0,0,0,0,0,0,5.7,DAL,306220,9,PACK,1,1,1,1899-12-31,5.24,
499355,DAL,306220,1130,"PILOTAPE PACKAGING TAPE","12MM X 33M TIN12",,PACK,S,,8,999,,,,Y,0,0,0,,9.09,99999999,9.09,99999999,9.09,99999999,9.09,99999999,9.09,JAY,ZZZZ,0,0,0,0,0,0,0,5.7,GNS,26003,9,PACK,1,1,1,1899-12-31,4.88,
499355,DAL,306220,1130,"PILOTAPE PACKAGING TAPE","12MM X 33M TIN12",,PACK,S,,8,999,,,,Y,0,0,0,,9.09,99999999,9.09,99999999,9.09,99999999,9.09,99999999,9.09,JAY,ZZZZ,0,0,0,0,0,0,0,5.7,SSS,10603810,1,PACK,1,1,1,2015-02-25,5.7,
499365,DAL,600411,1100,"# PILOT V RAZORPOINT FINELINER","X-FINE 0.4MM BLACK","*** DISCONTINUED ***",EACH,S,T,Z,2017-,,6M024091,1A01,1,0,0,0,,0,0,0,0,0,0,0,0,0,JAY,,0,0,0,0,0,0,0.5,1.7815,DAL,"600411 *DISCONTINUED",9,BOX,12,1,1,2017-03-10,21.01,
499371,DAL,603601,1100,"PILOT SCAN-EF PERMANENT MARKER","X-FINE BLACK BX12",,BOX,S,,8,999,Y,,1006,Y,0,0,0,,35.64,99999999,35.64,99999999,35.64,99999999,35.64,99999999,35.64,JAY,CE68,0,0,0,0,0,0,0.75,23.09,DAL,603601,1,BOX,1,1,1,2018-05-21,22.3,
499371,DAL,603601,1100,"PILOT SCAN-EF PERMANENT MARKER","X-FINE BLACK BX12",,BOX,S,,8,999,Y,,1006,Y,0,0,0,,35.64,99999999,35.64,99999999,35.64,99999999,35.64,99999999,35.64,JAY,CE68,0,0,0,0,0,0,0.75,23.09,GNS,13142,4,BOX,1,1,1,2018-11-15,23.09,
499371,DAL,603601,1100,"PILOT SCAN-EF PERMANENT MARKER","X-FINE BLACK BX12",,BOX,S,,8,999,Y,,1006,Y,0,0,0,,35.64,99999999,35.64,99999999,35.64,99999999,35.64,99999999,35.64,JAY,CE68,0,0,0,0,0,0,0.75,23.09,GSS,MARPISCAEFB,2,BOX,1,1,1,2018-05-10,22.85,
499371,DAL,603601,1100,"PILOT SCAN-EF PERMANENT MARKER","X-FINE BLACK BX12",,BOX,S,,8,999,Y,,1006,Y,0,0,0,,35.64,99999999,35.64,99999999,35.64,99999999,35.64,99999999,35.64,JAY,CE68,0,0,0,0,0,0,0.75,23.09,SSS,10503117,3,BOX,1,1,1,2017-07-06,24.71,
499373,DAL,603603,1100,"PILOT SCAN-EF PERMANENT MARKER","EXTRA FINE RED BX12",,BOX,S,,8,999,,,,Y,0,0,0,,35.64,99999999,35.64,99999999,35.64,99999999,35.64,99999999,35.64,JAY,ZZZZ,0,0,0,0,0,0,0,20.62,DAL,603603,1,BOX,1,1,1,2013-05-27,22.3,
499373,DAL,603603,1100,"PILOT SCAN-EF PERMANENT MARKER","EXTRA FINE RED BX12",,BOX,S,,8,999,,,,Y,0,0,0,,35.64,99999999,35.64,99999999,35.64,99999999,35.64,99999999,35.64,JAY,ZZZZ,0,0,0,0,0,0,0,20.62,GNS,13144,9,BOX,1,1,1,1899-12-31,24.76,
499375,DAL,603671,1100,"PILOT CD DVD TWIN MARKER","FINE / EXTRA FINE BLACK",,EACH,S,,8,,,,,Y,0,0,0,,3.5,99999999,3.5,99999999,3.5,99999999,3.5,99999999,3.5,JAY,ZZZZ,0,0,0,0,0,0,0,0,GNS,11191,1,BOX,12,1,1,1899-12-31,22.72,
499393,DAL,612308,1100,"PILOT MECH PENCIL H185 0.5MM","BLACK BARREL",,EACH,S,,5,,Y,6A051Z01,1007,1,0,0,0,,3.27,12,3.04,36,2.84,72,2.67,999999999,2.67,JAY,CJ17,15,0,0,0,9.093,18.186,12.4167,1.8228,DAL,612308,1,BOX,12,1,1,2018-06-11,21.15,
499393,DAL,612308,1100,"PILOT MECH PENCIL H185 0.5MM","BLACK BARREL",,EACH,S,,5,,Y,6A051Z01,1007,1,0,0,0,,3.27,12,3.04,36,2.84,72,2.67,999999999,2.67,JAY,CJ17,15,0,0,0,9.093,18.186,12.4167,1.8228,GNS,22483,2,BOX,12,1,1,2018-10-30,21.9,
499393,DAL,612308,1100,"PILOT MECH PENCIL H185 0.5MM","BLACK BARREL",,EACH,S,,5,,Y,6A051Z01,1007,1,0,0,0,,3.27,12,3.04,36,2.84,72,2.67,999999999,2.67,JAY,CJ17,15,0,0,0,9.093,18.186,12.4167,1.8228,GSS,PEC5PI185B,9,BOX,12,1,1,2017-11-10,21.66,
